studyid;compid;esid;studycompid;name;outcome;comparison;g;var.g;se.g;n.1;n.2;n.total;type.of.treatment;length.of.treatment;publication.status;publication.status.new;publication.year;research.group;control.group.quality;gender.ratio;type.of.outcome;subjectivity.of.outcome.measurement;lab.based.versus.real.world.behavior;stamina.versus.strength;pre.test.measurement;sample.population;sample.age;attrition;participant.compensation;self.control.potential;r1.2;r1.3;r1.4;r1.5;r1.6;r1.7;r1.8;r1.9;r1.10;r1.11;r1.12;r1.13;r2.3;r2.4;r2.5;r2.6;r2.7;r2.8;r2.9;r2.10;r2.11;r2.12;r2.13;r3.4;r3.5;r3.6;r3.7;r3.8;r3.9;r3.10;r3.11;r3.12;r3.13;r4.5;r4.6;r4.7;r4.8;r4.9;r4.10;r4.11;r4.12;r4.13;r5.6;r5.7;r5.8;r5.9;r5.10;r5.11;r5.12;r5.13;r6.7;r6.8;r6.9;r6.10;r6.11;r6.12;r6.13;r7.8;r7.9;r7.10;r7.11;r7.12;r7.13;r8.9;r8.10;r8.11;r8.12;r8.13;r9.10;r9.11;r9.12;r9.13;r10.11;r10.12;r10.13;r11.12;r11.13;r12.13
21;2;86;21_2;Miles et al., 2016;#13 wellbeing;stroopandsst_vs_active;0,005;0,044;0,20976177;45;45;90;Inhibition;42;Yes;Yes;2016;Other;Active;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;74;21_2;Miles et al., 2016;#1 alcohol consumption;stroopandsst_vs_inactive;0,288;0,047;0,216794834;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Health Behavior;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;75;21_2;Miles et al., 2016;#2 change in handgrip;stroopandsst_vs_inactive;0,111;0,046;0,214476106;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Post only;Students;22,33908;5,945945946;Money;Maximum;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;76;21_2;Miles et al., 2016;#3 chocolate consumption;stroopandsst_vs_inactive;0,288;0,047;0,216794834;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Eating;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;77;21_2;Miles et al., 2016;#4 daily negative behavior;stroopandsst_vs_inactive;0,546;0,048;0,219089023;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;NA;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;78;21_2;Miles et al., 2016;#5 daily positive behavior;stroopandsst_vs_inactive;0,321;0,047;0,216794834;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;NA;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;79;21_2;Miles et al., 2016;#6 life satisfaction;stroopandsst_vs_inactive;0,397;0,047;0,216794834;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;80;21_2;Miles et al., 2016;#7 money spent on non-essentials;stroopandsst_vs_inactive;0,303;0,047;0,216794834;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Consumer Behavior;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;81;21_2;Miles et al., 2016;#8 negative emotions;stroopandsst_vs_inactive;0,061;0,046;0,214476106;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;82;21_2;Miles et al., 2016;#9 positive emotions;stroopandsst_vs_inactive;0,068;0,046;0,214476106;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;83;21_2;Miles et al., 2016;#10 pre-depletion handgrip;stroopandsst_vs_inactive;0,368;0,048;0,219089023;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Physical Persistence;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Maximum;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;84;21_2;Miles et al., 2016;#11 prejudice;stroopandsst_vs_inactive;0,158;0,047;0,216794834;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;NA;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;85;21_2;Miles et al., 2016;#12 snacking;stroopandsst_vs_inactive;0,334;0,047;0,216794834;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Eating;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;2;86;21_2;Miles et al., 2016;#13 wellbeing;stroopandsst_vs_inactive;0,368;0,047;0,216794834;45;40;85;Inhibition;42;Yes;Yes;2016;Other;Inactive;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
22;1;87;22_1;Morales et al., unpublished, 2016;#1 emotion regulation;SST_vs_control;-0,160024;0,1020251;0,319414;23;16;39;Inhibition;18;No;No;2016;Other;Active;26,83;Affect and Wellbeing;High subjectivity;Lab;Strength;Pre-post;Students;19,6;8,8888888;Mixed;Realized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;1;88;23_1;Muraven et al., 1999;#1 handgrip baseline;food1_vs_control;-0,736004;0,1761407;0,419691;13;10;23;NA;14;Yes;Yes;1999;Strength model;Inactive;60,87;Physical Persistence;Low subjectivity;Lab;Strength;Pre-post;Students;NA;0;Credit;Maximum;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;1;89;23_1;Muraven et al., 1999;#2 handgrip change;food1_vs_control;0,66166;0,1738818;0,416991;13;10;23;NA;14;Yes;Yes;1999;Strength model;Inactive;60,87;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Pre-post;Students;NA;0;Credit;Maximum;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2;90;23_2;Muraven et al., 1999;#1 handgrip baseline;food2_vs_control;-0,69178;0,18055;0,424912;12;10;22;NA;14;Yes;Yes;1999;Strength model;Inactive;60,87;Physical Persistence;Low subjectivity;Lab;Strength;Pre-post;Students;NA;0;Credit;Maximum;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;2;91;23_2;Muraven et al., 1999;#2 handgrip change;food2_vs_control;0,749777;0,1765856;0,420221;12;10;22;NA;14;Yes;Yes;1999;Strength model;Inactive;60,87;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Pre-post;Students;NA;0;Credit;Maximum;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;3;92;23_3;Muraven et al., 1999;#1 handgrip baseline;mood_vs_control;-0,394289;0,1468732;0,38324;19;10;29;NA;14;Yes;Yes;1999;Strength model;Inactive;60,87;Physical Persistence;Low subjectivity;Lab;Strength;Pre-post;Students;NA;0;Credit;Maximum;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;3;93;23_3;Muraven et al., 1999;#2 handgrip change;mood_vs_control;0,351416;0,146322;0,382521;19;10;29;NA;14;Yes;Yes;1999;Strength model;Inactive;60,87;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Pre-post;Students;NA;0;Credit;Maximum;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;4;94;23_4;Muraven et al., 1999;#1 handgrip baseline;posture_vs_control;-0,412397;0,1592602;0,399074;15;10;25;Posture;14;Yes;Yes;1999;Strength model;Inactive;60,87;Physical Persistence;Low subjectivity;Lab;Strength;Pre-post;Students;NA;0;Credit;Maximum;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;4;95;23_4;Muraven et al., 1999;#2 handgrip change;posture_vs_control;0,668187;0,1647883;0,405941;15;10;25;Posture;14;Yes;Yes;1999;Strength model;Inactive;60,87;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Pre-post;Students;NA;0;Credit;Maximum;0,250618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;1;96;24_1;Muraven, 2010, a;#1 inhibition failures;handgrip_vs_control;0,4689;0,06584201;0,256597;24;45;69;Handgrip;14;Yes;Yes;2010;Strength model;Active;50;Inhibitory Control;Low subjectivity;Lab;Strength;Pre-post;Other;33;0;NA;Maximum;0,7997175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;1;97;24_1;Muraven, 2010, a;#2 reaction times;handgrip_vs_control;0,853591;0,06956764;0,263757;24;45;69;Handgrip;14;Yes;Yes;2010;Strength model;Active;50;Inhibitory Control;Low subjectivity;Lab;Strength;Pre-post;Other;33;0;NA;Maximum;0,7997175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2;98;24_2;Muraven, 2010, a;#1 inhibition failures;sweets_vs_control;0,872184;0,06797361;0,260717;23;45;68;Diet;14;Yes;Yes;2010;Strength model;Active;50;Inhibitory Control;Low subjectivity;Lab;Strength;Pre-post;Other;33;0;NA;Maximum;0,7997175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;2;99;24_2;Muraven, 2010, a;#2 reaction times;sweets_vs_control;0,833277;0,06749277;0,259794;23;45;68;Diet;14;Yes;Yes;2010;Strength model;Active;50;Inhibitory Control;Low subjectivity;Lab;Strength;Pre-post;Other;33;0;NA;Maximum;0,7997175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;1;100;25_1;Muraven, 2010, b;#1 smoking lapse;treat1_vs_control;0,401342;0,0345;0,185742;31;60;91;Handgrip;;Yes;Yes;2010;Strength model;Active;52,46;Health Behavior;High subjectivity;Real-World;Strength;Post only;Other;NA;7,6;Money;Realized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;2;101;25_2;Muraven, 2010, b;#1 smoking lapse;treat2_vs_control;0,401342;0,0345;0,185742;31;60;91;Diet;;Yes;Yes;2010;Strength model;Active;52,46;Health Behavior;High subjectivity;Real-World;Strength;Post only;Other;NA;7,6;Money;Realized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;1;102;26_1;O'Hagen, unpublished, 2008;#1 anagram pers. baseline;handgripandcognitivecontrol_vs_control;0,203353;0,0613;0,247588;32;32;64;Handgrip;1;No;No;2008;Other;Active;31,8;Physical Persistence;Low subjectivity;Lab;Strength;Post only;Students;19,7;0;Credit;Realized;0,7872018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;1;103;26_1;O'Hagen, unpublished, 2008;#2 anagram pers. changes;handgripandcognitivecontrol_vs_control;0,230532;0,0614;0,24779;32;32;64;Handgrip;1;No;No;2008;Other;Active;31,8;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Post only;Students;19,7;0;Credit;Realized;0,7872018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;1;104;27_1;Pidgeon & Monteath, 2013;#1 distress tolerance;mindful_vs_control;0,043088;0,1443187;0,379893;13;13;26;NA;3;Yes;Yes;2013;Other;Inactive;7,7;Affect and Wellbeing;High subjectivity;Real-World;Strength;Pre-post;Students;24,46;0;NA;Realized;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;1;105;27_1;Pidgeon & Monteath, 2013;#2 mindfulness;mindful_vs_control;0,061121;0,1425732;0,377589;13;13;26;NA;3;Yes;Yes;2013;Other;Inactive;7,7;Attention;High subjectivity;Real-World;Strength;Pre-post;Students;24,46;0;NA;Realized;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;1;106;27_1;Pidgeon & Monteath, 2013;#3 perceived stress;mindful_vs_control;0,273661;0,1457232;0,381737;13;13;26;NA;3;Yes;Yes;2013;Other;Inactive;7,7;Affect and Wellbeing;High subjectivity;Real-World;Strength;Pre-post;Students;24,46;0;NA;Realized;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;1;107;27_1;Pidgeon & Monteath, 2013;#4 performance control self-report;mindful_vs_control;0,093773;0,1444521;0,380069;13;13;26;NA;3;Yes;Yes;2013;Other;Inactive;7,7;NA;High subjectivity;Real-World;Strength;Pre-post;Students;24,46;0;NA;Realized;0,2846418;0,7707759;0,4116525;0,4231025;;;;;;;;;0,661304;0,6560419;0,3009226;;;;;;;;;0,6612337;0,3117172;;;;;;;;;0,1578694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
